ISO6393	Status	Pop.Size	simp.status
law	"Threatened (40 percent certain, based on the evidence available)"	"38,000"	threatened
brb	"Vulnerable (20 percent certain, based on the evidence available)"	"32,230"	vulnerable
lvk	"Threatened (100 percent certain, based on the evidence available)"	"~1,700"	threatened
lcp	"Vulnerable (20 percent certain, based on the evidence available)"		vulnerable
lzz	"Vulnerable (20 percent certain, based on the evidence available)"	22000	vulnerable
	"Endangered (100 percent certain, based on the evidence available)"		endangered
lec	Dormant ()	0	dormant
lcc	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
tql	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
cae	"Threatened (20 percent certain, based on the evidence available)"	5000	threatened
llk	"Endangered (20 percent certain, based on the evidence available)"	220	endangered
lpa	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
lrz	"Critically Endangered (60 percent certain, based on the evidence available)"	2	critically_endangered
ley	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
nms	"Endangered (20 percent certain, based on the evidence available)"	800	endangered
lgi	"Critically Endangered (20 percent certain, based on the evidence available)"	4	critically_endangered
ler	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
lep	"Severely Endangered (100 percent certain, based on the evidence available)"	NA	severely_endangered
lpe	"Endangered (20 percent certain, based on the evidence available)"	530	endangered
gnh	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
hru-lev	"Threatened (20 percent certain, based on the evidence available)"	"~1,000"	threatened
lhp	"Threatened (20 percent certain, based on the evidence available)"	"2,500"	threatened
lhm	"Vulnerable (80 percent certain, based on the evidence available)"	"3,130"	vulnerable
lix	"Severely Endangered (20 percent certain, based on the evidence available)"	75	severely_endangered
njn	"Vulnerable (20 percent certain, based on the evidence available)"	"34,232"	vulnerable
lio	"Severely Endangered (20 percent certain, based on the evidence available)"	11	severely_endangered
lib	"Severely Endangered (20 percent certain, based on the evidence available)"	80	severely_endangered
lll	"Endangered (20 percent certain, based on the evidence available)"	410	endangered
lif	"Threatened (60 percent certain, based on the evidence available)"	"300,000"	threatened
lmc	"Critically Endangered (40 percent certain, based on the evidence available)"	3	critically_endangered
oci-lim	"At risk (20 percent certain, based on the evidence available)"	"400,000"	at_risk
qux-lin			
lnj	Dormant ()	0	dormant
apl	Awakening ()		awakening
lcl	"Vulnerable (20 percent certain, based on the evidence available)"	"11,900"	vulnerable
lsd	"Threatened (20 percent certain, based on the evidence available)"	"7,500"	threatened
lzl	"Critically Endangered (100 percent certain, based on the evidence available)"	15	critically_endangered
liv	Awakening ()	NA	awakening
olo	"Endangered (80 percent certain, based on the evidence available)"	"~27,000"	endangered
duj-lil	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
duj-liy	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
	"Endangered (100 percent certain, based on the evidence available)"	~4000	endangered
lht	"Endangered (20 percent certain, based on the evidence available)"	580	endangered
lgq	"Threatened (20 percent certain, based on the evidence available)"	"7,500"	threatened
lof	"Threatened (20 percent certain, based on the evidence available)"	"2,600"	threatened
liu	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
src	"Threatened (80 percent certain, based on the evidence available)"	"~500,000"	threatened
arw	"Severely Endangered (100 percent certain, based on the evidence available)"	"<2,000"	severely_endangered
lcd	"Endangered (20 percent certain, based on the evidence available)"	830	endangered
llq	"Severely Endangered (40 percent certain, based on the evidence available)"		severely_endangered
llg	"Vulnerable (100 percent certain, based on the evidence available)"	"20,000"	vulnerable
lgu	"Threatened (40 percent certain, based on the evidence available)"	"1,500"	threatened
	"Critically Endangered (100 percent certain, based on the evidence available)"	"<24,000"	critically_endangered
lnn	"Severely Endangered (20 percent certain, based on the evidence available)"		severely_endangered
njh	"At risk (20 percent certain, based on the evidence available)"	"170,001"	at_risk
tei	"Endangered (20 percent certain, based on the evidence available)"	953	endangered
lou	"Severely Endangered (80 percent certain, based on the evidence available)"	"< 7,000"	severely_endangered
lox	Dormant ()	0	dormant
cvn	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
sli	"Vulnerable (20 percent certain, based on the evidence available)"	"22,900"	vulnerable
dsb	"Threatened (20 percent certain, based on the evidence available)"	"7,240"	threatened
cnl	"Vulnerable (20 percent certain, based on the evidence available)"	"10,700"	vulnerable
axl	Dormant ()	0?	dormant
"cuc, cnt"	"Threatened (20 percent certain, based on the evidence available)"	"9,260"	threatened
clo	"Severely Endangered (60 percent certain, based on the evidence available)"	100	severely_endangered
qvo	"Vulnerable (20 percent certain, based on the evidence available)"	"~17,855?"	vulnerable
"mco, mir, mzl, pxm"	"Vulnerable (20 percent certain, based on the evidence available)"	"50,900"	vulnerable
urr	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
lex	"Vulnerable (20 percent certain, based on the evidence available)"	"18,000"	vulnerable
lud	"Critically Endangered (60 percent certain, based on the evidence available)"	300	critically_endangered
ldq	"Threatened (20 percent certain, based on the evidence available)"	"3,200"	threatened
lui	Awakening ()		awakening
smj	"Endangered (80 percent certain, based on the evidence available)"	1000	endangered
lmd	"Vulnerable (20 percent certain, based on the evidence available)"	"30,000"	vulnerable
luw	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
ldd	"Critically Endangered (80 percent certain, based on the evidence available)"	2	critically_endangered
	Dormant ()	0	dormant
"lut, sno, ska"	"Critically Endangered (80 percent certain, based on the evidence available)"	5	critically_endangered
luv	"Vulnerable (20 percent certain, based on the evidence available)"	"5,000"	vulnerable
mfz	"Severely Endangered (20 percent certain, based on the evidence available)"	25	severely_endangered
muj	"Critically Endangered (100 percent certain, based on the evidence available)"	~5	critically_endangered
mcl	Dormant ()	0	dormant
mbn	"Endangered (20 percent certain, based on the evidence available)"	441	endangered
mcb	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
myy	"Threatened (20 percent certain, based on the evidence available)"	"1,041"	threatened
grg	"Endangered (20 percent certain, based on the evidence available)"	380	endangered
gmd	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
zgr	"Endangered (40 percent certain, based on the evidence available)"	<200	endangered
mhe	"Threatened (100 percent certain, based on the evidence available)"	2896	threatened
mew	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
bfz	"At risk (20 percent certain, based on the evidence available)"	"~500,000"	at_risk
mhb	"Endangered (20 percent certain, based on the evidence available)"	"<1,000"	endangered
mcw	"Threatened (20 percent certain, based on the evidence available)"	"6,560"	threatened
nmu	Dormant ()	0	dormant
mjz	"Endangered (100 percent certain, based on the evidence available)"	24422	endangered
mkg	"Endangered (40 percent certain, based on the evidence available)"	"5,000"	endangered
pbl	"Threatened (20 percent certain, based on the evidence available)"	"5,690"	threatened
mca	"Threatened (20 percent certain, based on the evidence available)"	"1,042"	threatened
myh	Awakening ()		awakening
mgf	"Endangered (20 percent certain, based on the evidence available)"	120	endangered
wpc	"Vulnerable (100 percent certain, based on the evidence available)"	"~1,078"	vulnerable
zmh	Dormant ()	0	dormant
lva	"Critically Endangered (60 percent certain, based on the evidence available)"	50	critically_endangered
mpu	"Severely Endangered (60 percent certain, based on the evidence available)"	45	severely_endangered
mbc	"Threatened (20 percent certain, based on the evidence available)"	"<7,830"	threatened
ymk	"Vulnerable (20 percent certain, based on the evidence available)"	"32,000"	vulnerable
mkb	"Vulnerable (40 percent certain, based on the evidence available)"	"51,000"	vulnerable
ruy	"Threatened (20 percent certain, based on the evidence available)"	"6,630"	threatened
mal	"Critically Endangered (100 percent certain, based on the evidence available)"	6	critically_endangered
mcm	"Endangered (80 percent certain, based on the evidence available)"	"~2,150"	endangered
mpb	"Critically Endangered (100 percent certain, based on the evidence available)"	11	critically_endangered
mmt	"Endangered (80 percent certain, based on the evidence available)"	~150	endangered
mdy	"Vulnerable (20 percent certain, based on the evidence available)"	"53,800"	vulnerable
pkt	"Endangered (40 percent certain, based on the evidence available)"	~500	endangered
bog	"Endangered (40 percent certain, based on the evidence available)"		endangered
pqm	"Endangered (20 percent certain, based on the evidence available)"	~500	endangered
vml	Dormant ()	0?	dormant
mfx	"Vulnerable (20 percent certain, based on the evidence available)"	"20,151"	vulnerable
malu1245	"Endangered (100 percent certain, based on the evidence available)"	600	endangered
yga	Dormant ()	0?	dormant
mam	"Vulnerable (20 percent certain, based on the evidence available)"	"519,664"	vulnerable
mhf	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
wmd	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
mgm	"At risk (20 percent certain, based on the evidence available)"	"131,000"	at_risk
mcs	"Vulnerable (20 percent certain, based on the evidence available)"	"~15,000"	vulnerable
mvd	"Endangered (60 percent certain, based on the evidence available)"	">13,000"	endangered
mml	"Threatened (20 percent certain, based on the evidence available)"	~1000	threatened
mva	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
mle	"Threatened (80 percent certain, based on the evidence available)"	"~2,800"	threatened
nmm	"Threatened (20 percent certain, based on the evidence available)"	"~3,000"	threatened
pmr	"Severely Endangered (60 percent certain, based on the evidence available)"	~50	severely_endangered
mnc	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
kjh-fyk	"Critically Endangered (100 percent certain, based on the evidence available)"	<10	critically_endangered
ate	"Critically Endangered (80 percent certain, based on the evidence available)"	8	critically_endangered
zma	"Critically Endangered (100 percent certain, based on the evidence available)"	<25	critically_endangered
mha	"Threatened (20 percent certain, based on the evidence available)"	"4,040"	threatened
mgs	"Vulnerable (80 percent certain, based on the evidence available)"	"22,000"	vulnerable
mht	Dormant ()	0?	dormant
mand1477	"Vulnerable (40 percent certain, based on the evidence available)"		vulnerable
mhq	Dormant ()	0	dormant
zmk	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
mqr	"Severely Endangered (20 percent certain, based on the evidence available)"	20	severely_endangered
djb-man	"Severely Endangered (20 percent certain, based on the evidence available)"	30	severely_endangered
jet	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
zng	"Severely Endangered (20 percent certain, based on the evidence available)"	"<1,750"	severely_endangered
mem	"Severely Endangered (20 percent certain, based on the evidence available)"	<20	severely_endangered
mrv	"Endangered (40 percent certain, based on the evidence available)"	Less than 900	endangered
mpc	"Critically Endangered (100 percent certain, based on the evidence available)"	<50	critically_endangered
zns	"Endangered (20 percent certain, based on the evidence available)"	180	endangered
myj	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
zme	"Critically Endangered (40 percent certain, based on the evidence available)"	1	critically_endangered
buy	"Severely Endangered (60 percent certain, based on the evidence available)"	<200	severely_endangered
tnz	"Endangered (20 percent certain, based on the evidence available)"	~300	endangered
1j4	"Endangered (20 percent certain, based on the evidence available)"	<500	endangered
msk	"Vulnerable (20 percent certain, based on the evidence available)"	"57,800"	vulnerable
msw	"Vulnerable (20 percent certain, based on the evidence available)"	10000	vulnerable
glv	Awakening ()		awakening
nbi	"Vulnerable (20 percent certain, based on the evidence available)"	"77,810"	vulnerable
myf	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
mmd	"Threatened (100 percent certain, based on the evidence available)"	"70,000"	threatened
swb	"Threatened (40 percent certain, based on the evidence available)"		threatened
mri	"Endangered (100 percent certain, based on the evidence available)"	"127,000"	endangered
mlh	"Threatened (20 percent certain, based on the evidence available)"	"5,120"	threatened
mpy	Dormant ()	0	dormant
mcg	"Critically Endangered (100 percent certain, based on the evidence available)"	3?	critically_endangered
arn	"Threatened (40 percent certain, based on the evidence available)"	"258,413"	threatened
mrh	"Vulnerable (20 percent certain, based on the evidence available)"	42000	vulnerable
vmh		NA	
nma	"Vulnerable (20 percent certain, based on the evidence available)"	"37,340"	vulnerable
1kz	"Severely Endangered (80 percent certain, based on the evidence available)"	~40	severely_endangered
mrx	"Severely Endangered (20 percent certain, based on the evidence available)"	55	severely_endangered
zmc	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
mbx	"Endangered (80 percent certain, based on the evidence available)"	80	endangered
mrc	"Severely Endangered (20 percent certain, based on the evidence available)"	~100	severely_endangered
zmd	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
zmj	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
zmm	"Critically Endangered (100 percent certain, based on the evidence available)"	<15	critically_endangered
mbw	"Vulnerable (20 percent certain, based on the evidence available)"	"11,000"	vulnerable
nng	"Threatened (40 percent certain, based on the evidence available)"	"22,326"	threatened
mrb	"Endangered (40 percent certain, based on the evidence available)"	~500	endangered
nsr	"Critically Endangered (60 percent certain, based on the evidence available)"	<100	critically_endangered
zmy	"Critically Endangered (100 percent certain, based on the evidence available)"	<20	critically_endangered
mok	"Endangered (100 percent certain, based on the evidence available)"	< 150	endangered
mec	"Critically Endangered (60 percent certain, based on the evidence available)"	5	critically_endangered
mhg	"Critically Endangered (100 percent certain, based on the evidence available)"	1	critically_endangered
xru	"Critically Endangered (60 percent certain, based on the evidence available)"	NA	critically_endangered
zmt	"Critically Endangered (100 percent certain, based on the evidence available)"	30	critically_endangered
mfr	"Critically Endangered (100 percent certain, based on the evidence available)"	<25	critically_endangered
mre	Dormant ()		dormant
mpj	"Endangered (20 percent certain, based on the evidence available)"	8000	endangered
vma	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
mzr	"Threatened (20 percent certain, based on the evidence available)"	1043	threatened
mvs	"Severely Endangered (20 percent certain, based on the evidence available)"	25	severely_endangered
cuj	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
ism	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
msv	"Threatened (20 percent certain, based on the evidence available)"	5000	threatened
mdg	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
dmd	Awakening ()	NA	awakening
zmg	"Critically Endangered (60 percent certain, based on the evidence available)"	NA	critically_endangered
mpq	"Endangered (20 percent certain, based on the evidence available)"	>280	endangered
mat	"Threatened (20 percent certain, based on the evidence available)"	"1,134"	threatened
zml	"Critically Endangered (100 percent certain, based on the evidence available)"	15-20	critically_endangered
"mcf, pig"	"Threatened (20 percent certain, based on the evidence available)"	2200	threatened
mkv	"Critically Endangered (100 percent certain, based on the evidence available)"	32	critically_endangered
mjj	"Severely Endangered (20 percent certain, based on the evidence available)"	25	severely_endangered
mcz	"Endangered (20 percent certain, based on the evidence available)"	470	endangered
"mzx, mpw"	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
mav	"Threatened (20 percent certain, based on the evidence available)"	"6,219"	threatened
mgk	"Endangered (20 percent certain, based on the evidence available)"	693	endangered
mph	"Vulnerable (100 percent certain, based on the evidence available)"	~300	vulnerable
mbl	"Threatened (20 percent certain, based on the evidence available)"	"1,271"	threatened
mpd	"Endangered (20 percent certain, based on the evidence available)"	950	endangered
scb-may	"Endangered (40 percent certain, based on the evidence available)"	~500	endangered
iwm	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
0qb	Dormant ()	0	dormant
xyk	Dormant ()	0	dormant
xmy	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
xyt	Dormant ()	0	dormant
xyj	Dormant ()	0?	dormant
mfy	"Vulnerable (20 percent certain, based on the evidence available)"	"32,702"	vulnerable
vmb	Dormant ()	0	dormant
mpk	"Endangered (20 percent certain, based on the evidence available)"	"<1,000"	endangered
zmv	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
0gx	Dormant ()	0?	dormant
xmb	"Threatened (20 percent certain, based on the evidence available)"	"1,490"	threatened
bgu	"Threatened (20 percent certain, based on the evidence available)"		threatened
mxo	"Threatened (20 percent certain, based on the evidence available)"	"2,690"	threatened
mka	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
mhd	"Threatened (100 percent certain, based on the evidence available)"	"~7,000"	threatened
mbv	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
	"Critically Endangered (20 percent certain, based on the evidence available)"	<10	critically_endangered
gun	"Vulnerable (20 percent certain, based on the evidence available)"	"19,924"	vulnerable
meg	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
afd	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
fit	"Endangered (100 percent certain, based on the evidence available)"	"20,000"	endangered
txu	"Threatened (20 percent certain, based on the evidence available)"	"7,266"	threatened
medn1235	"Critically Endangered (100 percent certain, based on the evidence available)"	1	critically_endangered
ruq	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
nux	"Threatened (40 percent certain, based on the evidence available)"	"<4,027"	threatened
mmh	"Endangered (20 percent certain, based on the evidence available)"	227	endangered
gdq	"At risk (20 percent certain, based on the evidence available)"	"100,000"	at_risk
skf	"Critically Endangered (80 percent certain, based on the evidence available)"	22	critically_endangered
mvk	"Threatened (20 percent certain, based on the evidence available)"	"1,036"	threatened
sim	"Threatened (20 percent certain, based on the evidence available)"	"<5,057"	threatened
tnr	"Threatened (20 percent certain, based on the evidence available)"		threatened
mea	"Vulnerable (100 percent certain, based on the evidence available)"	"5,200"	vulnerable
mez	"Severely Endangered (20 percent certain, based on the evidence available)"	35	severely_endangered
mvx	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
mnu	"Severely Endangered (20 percent certain, based on the evidence available)"	85	severely_endangered
lmb	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
ulk	"Endangered (20 percent certain, based on the evidence available)"	320	endangered
apm	"Threatened (20 percent certain, based on the evidence available)"	">1,500"	threatened
mys	Dormant ()		dormant
mfs	"Vulnerable (20 percent certain, based on the evidence available)"	87000	vulnerable
98s	"Threatened (20 percent certain, based on the evidence available)"	~2000	threatened
ote	"At risk (20 percent certain, based on the evidence available)"	"100,000"	at_risk
mic	"Threatened (20 percent certain, based on the evidence available)"	"8,145"	threatened
mia	Awakening ()	0?	awakening
mpt	"Threatened (20 percent certain, based on the evidence available)"	"1,750"	threatened
crg	"Severely Endangered (80 percent certain, based on the evidence available)"	200	severely_endangered
xmj	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
clw-mid	"Severely Endangered (20 percent certain, based on the evidence available)"	<50	severely_endangered
cte	"Vulnerable (40 percent certain, based on the evidence available)"	"77,087"	vulnerable
"mxq, neq"	"Threatened (20 percent certain, based on the evidence available)"	8000	threatened
mxj	"Threatened (20 percent certain, based on the evidence available)"	"~9,000"	threatened
mik	"Threatened (20 percent certain, based on the evidence available)"	~500?	threatened
adi-mil	"Vulnerable (80 percent certain, based on the evidence available)"	"2,150"	vulnerable
mlj	"Endangered (20 percent certain, based on the evidence available)"	<300	endangered
drc	"Severely Endangered (100 percent certain, based on the evidence available)"	150	severely_endangered
mpn	"Endangered (60 percent certain, based on the evidence available)"	~90	endangered
mko	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
xmf	"At risk (20 percent certain, based on the evidence available)"	"344,000"	at_risk
	"Vulnerable (20 percent certain, based on the evidence available)"	25000	vulnerable
hto	"Threatened (20 percent certain, based on the evidence available)"	"7,343"	threatened
xjb	Dormant ()	0	dormant
mnq	"Endangered (20 percent certain, based on the evidence available)"	~145	endangered
mzt	"Severely Endangered (20 percent certain, based on the evidence available)"	40	severely_endangered
adi-min	"Vulnerable (20 percent certain, based on the evidence available)"	"~20,000"	vulnerable
yiq	"Threatened (100 percent certain, based on the evidence available)"	"8,000"	threatened
mwl	"Vulnerable (20 percent certain, based on the evidence available)"	"15,000"	vulnerable
mmv	Dormant 	0?	dormant
mep	"Critically Endangered (80 percent certain, based on the evidence available)"		critically_endangered
0ql	"Critically Endangered (100 percent certain, based on the evidence available)"	1	critically_endangered
tlc	"Endangered (20 percent certain, based on the evidence available)"	500	endangered
mrg	"At risk (20 percent certain, based on the evidence available)"	"551,224"	at_risk
miq	"At risk (20 percent certain, based on the evidence available)"	"150,000"	at_risk
0h4	Dormant ()	0?	dormant
"mitl1236, sant1449"			
gac	"Critically Endangered (100 percent certain, based on the evidence available)"	7	critically_endangered
mix	"Threatened (20 percent certain, based on the evidence available)"	"9,170"	threatened
zpm	"Threatened (20 percent certain, based on the evidence available)"	"7,000"	threatened
kql	"Endangered (20 percent certain, based on the evidence available)"	548	endangered
mvi; miya1259	"Severely Endangered (100 percent certain, based on the evidence available)"	"Less than 2,000"	severely_endangered
soy	"Threatened (20 percent certain, based on the evidence available)"	"8,700"	threatened
mmm	"Endangered (20 percent certain, based on the evidence available)"	180	endangered
mra	"Threatened (100 percent certain, based on the evidence available)"	<400	threatened
lhs	Dormant 	0	dormant
kja	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
mlo	"Threatened (20 percent certain, based on the evidence available)"	"5,400"	threatened
1hn	"Threatened (20 percent certain, based on the evidence available)"	">5,000"	threatened
gbn	"Endangered (20 percent certain, based on the evidence available)"	600	endangered
mhn	"Threatened (20 percent certain, based on the evidence available)"	"1,900"	threatened
mhc	"Critically Endangered (60 percent certain, based on the evidence available)"	<30	critically_endangered
moc	"Threatened (20 percent certain, based on the evidence available)"	"2,780"	threatened
mvq	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
mhj	Dormant ()	0	dormant
moh; moha1258	"Threatened (80 percent certain, based on the evidence available)"	"about 3,800"	threatened
mqs	"Vulnerable (20 percent certain, based on the evidence available)"	"~12,000"	vulnerable
	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
mov			
ymi	"Vulnerable (40 percent certain, based on the evidence available)"	>400	vulnerable
mqt			
mwt	"Endangered (40 percent certain, based on the evidence available)"		endangered
mft	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
mkj	"Threatened (20 percent certain, based on the evidence available)"	"1,230"	threatened
mkm	"Endangered (40 percent certain, based on the evidence available)"		endangered
mdf	"At risk (20 percent certain, based on the evidence available)"	"200,000"	at_risk
zmo	"Endangered (20 percent certain, based on the evidence available)"	~100	endangered
msz	"Endangered (20 percent certain, based on the evidence available)"	374	endangered
dmb	"Vulnerable (20 percent certain, based on the evidence available)"	"19,000"	vulnerable
mso	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
mmb	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
mqf	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
mnd	Dormant ()	NA	dormant
mgt	"Endangered (20 percent certain, based on the evidence available)"	338	endangered
mru	"Severely Endangered (60 percent certain, based on the evidence available)"	<300	severely_endangered
mnh	"Vulnerable (100 percent certain, based on the evidence available)"	62102	vulnerable
mte	"Threatened (20 percent certain, based on the evidence available)"	"3,340"	threatened
mnr			
mxk	"Endangered (20 percent certain, based on the evidence available)"	450	endangered
moj	"Vulnerable (20 percent certain, based on the evidence available)"	"12,600"	vulnerable
mop	"Vulnerable (20 percent certain, based on the evidence available)"	10000	vulnerable
moq	"Severely Endangered (40 percent certain, based on the evidence available)"	60	severely_endangered
mhz; morm1235	"Threatened (20 percent certain, based on the evidence available)"		threatened
mrp	"Endangered (20 percent certain, based on the evidence available)"	150	endangered
msx	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
mor	"Vulnerable (20 percent certain, based on the evidence available)"	"30,000"	vulnerable
mgc	"Threatened (20 percent certain, based on the evidence available)"	"3,400"	threatened
mrl	"Threatened (20 percent certain, based on the evidence available)"	"5,900"	threatened
cas	"Vulnerable (80 percent certain, based on the evidence available)"	">4,800"	vulnerable
mqv	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
mtt	"Endangered (20 percent certain, based on the evidence available)"	700	endangered
mlv	"Vulnerable (60 percent certain, based on the evidence available)"	"2,100"	vulnerable
atl	"Critically Endangered (100 percent certain, based on the evidence available)"	NA	critically_endangered
mzp	"Threatened (20 percent certain, based on the evidence available)"	"1,173"	threatened
mpz	"Endangered (60 percent certain, based on the evidence available)"	"1,200"	endangered
1ix	Dormant ()	0?	dormant
akc	"Threatened (20 percent certain, based on the evidence available)"	7000	threatened
mro	"Vulnerable (60 percent certain, based on the evidence available)"	"50,000 (population total, all countries)"	vulnerable
kqx	"Severely Endangered (40 percent certain, based on the evidence available)"	500	severely_endangered
ymd	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
dmw	"Critically Endangered (100 percent certain, based on the evidence available)"	~50	critically_endangered
gau	"Threatened (40 percent certain, based on the evidence available)"	"8,000"	threatened
vmd	"Threatened (20 percent certain, based on the evidence available)"	"~1,000"	threatened
aoj	"Vulnerable (20 percent certain, based on the evidence available)"	"10,646"	vulnerable
bmr	"Severely Endangered (20 percent certain, based on the evidence available)"	78?	severely_endangered
mlm	"Endangered (40 percent certain, based on the evidence available)"	"30,000"	endangered
giu	"Critically Endangered (60 percent certain, based on the evidence available)"	NA	critically_endangered
vmu	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
boe	"Endangered (20 percent certain, based on the evidence available)"	430	endangered
myu	"Threatened (20 percent certain, based on the evidence available)"	"8,000"	threatened
mij	"Threatened (20 percent certain, based on the evidence available)"	1850	threatened
myr	Dormant ()	0	dormant
mwb	"Endangered (20 percent certain, based on the evidence available)"	826	endangered
mnj	"Threatened (20 percent certain, based on the evidence available)"	"3,770"	threatened
mpv	"Severely Endangered (20 percent certain, based on the evidence available)"	12	severely_endangered
umu	"Critically Endangered (80 percent certain, based on the evidence available)"	NA	critically_endangered
mtf	"Threatened (80 percent certain, based on the evidence available)"	"<1,256"	threatened
mur	"Vulnerable (20 percent certain, based on the evidence available)"	"60,200"	vulnerable
mwf	"Threatened (80 percent certain, based on the evidence available)"		threatened
muz	"Threatened (20 percent certain, based on the evidence available)"	"3,278"	threatened
huu	"Threatened (20 percent certain, based on the evidence available)"	"~3,000"	threatened
zmu	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
xma	"Vulnerable (20 percent certain, based on the evidence available)"	"23,000"	vulnerable
mus	"Severely Endangered (80 percent certain, based on the evidence available)"	"4,200"	severely_endangered
ttt	"Severely Endangered (60 percent certain, based on the evidence available)"	"~5,000"	severely_endangered
msu	"Endangered (60 percent certain, based on the evidence available)"	219	endangered
emi	"Threatened (60 percent certain, based on the evidence available)"	"3,651"	threatened
mvm	"Vulnerable (40 percent certain, based on the evidence available)"	"<15,000"	vulnerable
ymz	"Threatened (80 percent certain, based on the evidence available)"	"1,0000"	threatened
mcj	"Threatened (60 percent certain, based on the evidence available)"	100	threatened
mwa	"Endangered (20 percent certain, based on the evidence available)"	120	endangered
sie-mwe	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
msn	"Critically Endangered (80 percent certain, based on the evidence available)"	10	critically_endangered
swh-mwi	"Endangered (40 percent certain, based on the evidence available)"		endangered
ysm	"Threatened (80 percent certain, based on the evidence available)"	50000	threatened
nme	"Vulnerable (20 percent certain, based on the evidence available)"	"~29,000"	vulnerable
nbt	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
ncd	"Vulnerable (20 percent certain, based on the evidence available)"	10041	vulnerable
mbj	"Endangered (20 percent certain, based on the evidence available)"	370	endangered
	"Severely Endangered (40 percent certain, based on the evidence available)"		severely_endangered
srf	"Endangered (20 percent certain, based on the evidence available)"	160	endangered
ngr	"Severely Endangered (80 percent certain, based on the evidence available)"	206	severely_endangered
mlx	"Endangered (20 percent certain, based on the evidence available)"	600	endangered
nhh	"Vulnerable (20 percent certain, based on the evidence available)"	"20,400"	vulnerable
sns	"Endangered (20 percent certain, based on the evidence available)"	700	endangered
bio	"Endangered (20 percent certain, based on the evidence available)"	454	endangered
	"Critically Endangered (20 percent certain, based on the evidence available)"	<5	critically_endangered
nae	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
nkj	"Endangered (40 percent certain, based on the evidence available)"	NA	endangered
nck	"Severely Endangered (100 percent certain, based on the evidence available)"	75	severely_endangered
nbk	"Endangered (20 percent certain, based on the evidence available)"	170	endangered
